F1,F2,F3,F4,Target
1.2171585208254965,-1.064375602175616,0.5221685495362327,-0.3288833659585064,1
1.0010460925671412,-0.3801585593707195,2.2472169036707195,2.27638348529577,1
-0.5487249077409615,-0.247754249016646,-0.6415814745105675,-1.829374431078792,0
-0.8432465953161917,0.41221212551577424,1.1864570243108918,2.649188295438715,1
-1.5047203740310022,-1.4230818106350767,0.004628011042419167,0.08510224653505805,1
0.14679301198554937,0.012285065189646893,-1.3591034805402256,-0.9090078892104916,0
0.4676931717654332,0.0058552237537755625,1.079216523765587,1.3855372217338668,1
0.5087250232299338,-1.2549311405524852,-0.8096295136644626,-1.5366845119655896,0
0.1946074552372427,-0.016382878718363858,1.604659345576678,0.49480452687159804,1
1.1241127199860135,1.3877966241381627,-0.5892778460394326,-1.1918145317204156,1
-0.24125765461854246,0.06539284657648592,1.799384879389768,1.526892118954929,1
-1.3796181647889305,-0.5788978865976606,3.8732687488815363,4.389688385326772,1
-0.10730214400422888,-0.24414352749476287,-0.6793172297102108,-2.716281170683354,0
0.42881650033057295,-2.825053569670318,-1.778617853173295,0.5012114112292421,0
-0.6117690909052854,-1.5058687877537025,1.1355935264186099,-0.1488743231842986,1
-1.0675329142542729,-1.3205077740380622,-0.915990486806415,0.7246907526045436,0
-1.801057734152739,1.5089221929712542,0.9932224465109878,0.19072196325053647,1
-0.8911922254152874,-0.12390061962387144,-0.29270080064734083,-2.390945367206376,0
0.5159392177040995,-1.1120194992173342,-0.4069881169740821,0.39845902804885625,0
-1.563190808696657,-2.5105998732228536,-2.4231532471525465,1.2271902183247265,0
0.9192289345752035,-1.7948821106557729,-0.7295600637262072,0.258538454525848,0
0.7479102561175338,0.8838144706804297,-0.9691300792887312,-1.4431831692665544,1
-0.2685306479058323,-0.5194728905192345,-1.001834441360712,-1.423949934949071,0
-0.8031789506803448,-3.610430509816211,-3.5678643865364443,1.5186258313091445,0
0.30179189981946597,-1.2460657207097827,-1.2621829547949421,1.0247164778045683,0
1.3748764191481848,-0.7540631959443461,-0.019519833160500766,0.30687700941427565,0
-0.3493167961181975,-0.9866333695989079,0.1664540936757115,1.1701610627069745,1
-1.0065425652796411,-2.7273831599737166,-1.9559218100781028,0.7509272876490088,0
0.5112025995249807,-0.43600950054678256,0.8941082498395385,1.5445595651700321,1
0.8950383140761154,-2.235938160484525,-0.9665397404430887,0.10716867703319344,0
-0.30317978283427544,0.5551584785239103,2.4668143578522397,2.1684975899350114,1
0.0012054753622242368,1.680242480029996,-0.1821276821103146,-0.3185135374993415,1
-0.6540756831274238,-1.3945932963807983,0.44857947031143774,0.8357856665169847,1
-2.9403886346642802,0.8504659230960285,2.363992612754033,2.4575030265948357,1
0.8474216771504216,0.590267470292698,2.501883066266868,1.9322537010684622,1
0.7421274910718922,-1.8067989655819945,0.5340199802808745,0.42109813007591435,1
